us,red,ir,ratio,adcAvg,ratioSlope,AI
562813330,164,309,0.5307,1217,0.0001,40
562869568,164,312,0.5256,1231,-0.0002,40
562924568,165,295,0.5593,1211,0.0003,40
562978568,162,302,0.5364,1209,0.0001,35
563032560,164,312,0.5256,1224,0.0001,35
563087560,165,301,0.5482,1227,0.0001,35
563141558,164,294,0.5578,1204,-0.0002,35
563198558,165,314,0.5255,1224,-0.0002,35
563252558,164,307,0.5342,1231,0,40
563307558,163,294,0.5544,1213,-0.0001,40
563361558,159,305,0.5213,1211,-0.0001,40
563415560,164,313,0.524,1226,0,45
563471560,163,304,0.5362,1226,0,45
563526367,164,300,0.5467,1211,0,50
563580568,165,312,0.5288,1220,0.0001,50
563634560,164,309,0.5307,1229,0,55
563689558,165,298,0.5537,1219,0.0001,55
563743558,165,300,0.55,1210,0.0003,50
563800558,165,314,0.5255,1228,0.0001,55
563854558,165,303,0.5446,1228,0.0002,55
563909560,164,292,0.5616,1211,0.0005,60
563963560,163,305,0.5344,1211,0.0006,60
564017560,166,312,0.5321,1229,0.0002,55
564074560,163,296,0.5507,1214,0,55
564128558,166,305,0.5443,1211,-0.0002,55
564182558,162,313,0.5176,1226,0.0001,50
564236558,167,309,0.5405,1232,0.0003,50
564291469,163,298,0.547,1216,0.0001,50
564345566,164,305,0.5377,1212,0.0001,50
564402560,166,316,0.5253,1230,0.0003,45
564456560,164,298,0.5503,1218,0.0001,45
564511560,164,301,0.5449,1209,0.0001,40
564565560,164,310,0.529,1222,0.0001,40
564619558,164,304,0.5395,1229,0.0001,40
564676558,165,293,0.5631,1211,0.0002,40
564730558,163,307,0.5309,1216,0.0002,40
564785749,165,304,0.5428,1218,0.0001,45
564839558,166,299,0.5552,1218,0.0002,45
564893558,163,301,0.5415,1209,0.0003,45
564947558,163,309,0.5275,1219,0.0001,40
565004358,163,309,0.5275,1229,-0.0003,45
565058566,165,299,0.5518,1214,0,45
565113566,159,305,0.5213,1217,-0.0002,45
565167558,164,311,0.5273,1228,0.0001,50
565221558,165,302,0.5464,1226,0.0001,50
565278558,164,295,0.5559,1207,-0.0003,50
565332558,164,311,0.5273,1222,-0.0002,50
565387560,164,304,0.5395,1227,-0.0001,50
565441560,163,291,0.5601,1210,-0.0003,55
565495560,164,303,0.5413,1210,-0.0004,55
565549560,164,310,0.529,1223,-0.0003,55
565605564,167,298,0.5604,1214,-0.0003,55
565659578,164,298,0.5503,1208,-0.0003,50
565713558,161,306,0.5261,1213,-0.0003,50
565767606,165,312,0.5288,1229,-0.0004,55
565821566,165,303,0.5446,1227,-0.0004,50
565877368,164,297,0.5522,1211,-0.0003,55
565931558,158,310,0.5097,1222,-0.0006,55
565985566,164,311,0.5273,1230,-0.0008,60
566040559,170,300,0.5667,1216,-0.0004,55
566094591,163,301,0.5415,1208,-0.0002,55
566149559,165,314,0.5255,1224,-0.0005,50
566206591,164,298,0.5503,1218,-0.0001,55
566260590,164,297,0.5522,1208,-0.0005,50
566314558,156,308,0.5065,1218,0,50
566368560,165,309,0.534,1230,0.0003,50
566422560,166,297,0.5589,1217,0,50
566476591,164,299,0.5485,1211,-0.0001,50
566532568,163,314,0.5191,1224,0.0002,50
566586559,165,308,0.5357,1232,0.0002,50
566640592,164,299,0.5485,1220,0.0001,55
566696558,164,305,0.5377,1212,0.0002,55
566750592,163,311,0.5241,1227,0.0002,55
566806558,168,303,0.5545,1221,0.0002,50
566860595,164,301,0.5449,1209,0.0002,45
566914591,163,307,0.5309,1217,0.0002,45
566968558,165,310,0.5323,1231,0.0001,45
567022592,165,299,0.5518,1224,0.0004,45
567076591,164,300,0.5467,1211,0.0005,45
567134344,165,316,0.5222,1230,0.0001,45
567188592,166,306,0.5425,1230,0.0001,45
567242591,165,295,0.5593,1205,0.0005,45
567296558,166,306,0.5425,1211,0.0004,45
567350593,164,314,0.5223,1229,0.0009,45
567407591,171,303,0.5644,1221,0.0001,45
567461590,163,303,0.538,1212,0.0001,45
567515590,165,313,0.5272,1222,0.0004,45
567569593,159,307,0.5179,1230,0.0006,45
567624558,165,296,0.5574,1217,0.0004,40
567678592,165,302,0.5464,1208,0.0003,40
567734591,164,316,0.519,1228,0.0004,40
567789558,166,312,0.5321,1224,0.0004,40
567844591,164,300,0.5467,1209,0.0004,45
567898592,165,307,0.5375,1218,0.0004,45
567952558,166,311,0.5338,1232,0.0004,40
568008592,171,298,0.5738,1217,0.0006,40
568062591,166,298,0.557,1199,0.0007,35
568116558,165,314,0.5255,1225,0.0005,40
568171559,164,309,0.5307,1232,0.0004,40
568225591,165,298,0.5537,1217,0.0007,40
568279559,163,304,0.5362,1211,0.0006,40
568335559,166,317,0.5237,1230,0.0002,40
568389591,164,301,0.5449,1225,0.0002,40
568444559,164,297,0.5522,1209,-0.0002,40
568498591,163,308,0.5292,1216,0.0002,40
568553567,164,309,0.5307,1228,0.0003,40
568609558,170,294,0.5782,1212,-0.0002,45
568663591,165,304,0.5428,1209,-0.0004,45
568717567,81,308,0.263,1225,0.0016,45
568771559,165,309,0.534,1235,0.0016,45
568825559,165,293,0.5631,1215,0.0015,45
568880140,165,299,0.5518,1204,0.0014,40
568937559,166,312,0.5321,1231,0.0014,45
568991559,165,299,0.5518,1220,0.0015,45
569045591,166,304,0.5461,1211,0.0015,45
569099559,162,313,0.5176,1222,0.0013,45
569153559,167,314,0.5318,1232,0.0011,45
569209393,162,296,0.5473,1213,0.0013,45
569265559,163,307,0.5309,1218,0.0013,45
569319559,163,308,0.5292,1229,0.0011,45
569374560,169,299,0.5652,1218,0.0014,45
569428560,165,301,0.5482,1211,0.0017,40
569482560,163,309,0.5275,1219,0.0014,40
569539560,168,307,0.5472,1227,0.0015,40
569593560,165,295,0.5593,1206,0.0011,40
569648558,163,308,0.5292,1217,0.0011,40
569702558,170,308,0.5519,1223,0.0014,40
569756558,166,303,0.5479,1226,0.0014,40
569812360,165,300,0.55,1212,-0.0006,40
569867481,165,317,0.5205,1227,-0.0005,40
569921568,162,308,0.526,1232,-0.0004,45
569976568,165,295,0.5593,1212,-0.0004,45
570030560,165,305,0.541,1211,-0.0004,45
570084560,164,312,0.5256,1226,-0.0004,45
570140558,164,301,0.5449,1223,-0.0004,45
570194558,166,302,0.5497,1212,-0.0003,45
570249558,164,309,0.5307,1220,-0.0003,45
570303563,166,309,0.5372,1231,-0.0004,45
570357558,167,300,0.5567,1223,-0.0002,50
570414360,165,299,0.5518,1207,0.0001,50
570468558,167,314,0.5318,1229,-0.0003,50
570522558,168,306,0.549,1229,-0.0003,50
570576558,165,298,0.5537,1215,0.0001,55
570630636,163,305,0.5344,1212,0.0003,55
570684566,166,314,0.5287,1228,0.0006,55
570741566,165,301,0.5482,1219,0.0004,55
570795558,164,301,0.5449,1210,0.0005,55
570849558,165,309,0.534,1217,0.0006,50
570904560,166,309,0.5372,1228,0.0007,50
570958560,162,294,0.551,1217,0.0005,50
571013560,164,300,0.5467,1208,0.0005,50
571069560,165,310,0.5323,1226,0.0005,50
571124558,165,298,0.5537,1220,0.0005,50
571178558,163,294,0.5544,1208,0.0005,50
571232558,165,304,0.5428,1209,0.0005,50
571286558,168,311,0.5402,1230,0.0005,45
571343230,167,295,0.5661,1214,0.0007,45
571397568,164,305,0.5377,1211,0.0007,45
571451568,164,311,0.5273,1226,0.0004,45
571506560,166,305,0.5443,1229,0.0004,45
571560560,162,295,0.5492,1210,0.0006,45
571615560,162,304,0.5329,1211,0.0004,45
571671558,165,308,0.5357,1227,0.0001,45
571726558,164,292,0.5616,1211,-0.0003,45
571780558,164,299,0.5485,1205,-0.0005,40
571834558,165,309,0.534,1221,-0.0004,45
571889560,165,307,0.5375,1227,-0.0003,45
571945560,166,293,0.5666,1207,-0.0006,45
571999560,163,302,0.5397,1215,-0.0006,45
572053560,165,305,0.541,1221,-0.0005,50
572107675,166,300,0.5533,1223,-0.0006,50
572161662,161,300,0.5367,1209,-0.0006,50
572215566,164,306,0.5359,1212,-0.0006,45
572271558,171,316,0.5411,1231,-0.0006,50
572325558,166,298,0.557,1219,-0.0005,50
572381560,162,301,0.5382,1210,-0.0005,50
572435560,166,312,0.5321,1225,-0.0007,50
572490560,164,303,0.5413,1225,-0.0007,50
572546362,165,295,0.5593,1206,-0.0004,50
572601560,167,313,0.5335,1221,-0.0005,50
572655558,166,305,0.5443,1228,-0.0006,50
572709558,165,291,0.567,1214,-0.0002,50
572763558,164,299,0.5485,1206,0,50
572817558,165,307,0.5375,1218,0.0004,55
572873568,168,305,0.5508,1221,0.0003,55
572927568,165,296,0.5574,1213,0.0001,55
572982568,161,303,0.5314,1212,0.0001,55
573036560,165,310,0.5323,1227,0.0004,60
573090560,167,302,0.553,1228,0.0003,55
573147360,165,295,0.5593,1210,0.0002,55
573201558,160,312,0.5128,1223,0.0004,60
573255558,167,306,0.5458,1229,0.0004,60
573309558,165,296,0.5574,1217,0.0003,60
573363558,164,300,0.5467,1208,0.0004,60
573418560,166,313,0.5304,1223,0.0003,60
573474560,167,304,0.5493,1225,0.0003,60
573528560,164,295,0.5559,1212,0.0005,60
573582560,163,303,0.538,1211,0.0004,60
573637560,166,307,0.5407,1229,0.0003,60
573691566,167,299,0.5585,1220,0.0005,60
573748368,165,297,0.5556,1209,0.0007,60
573802558,163,313,0.5208,1227,0.0001,60
573857558,167,306,0.5458,1229,0,60
573911558,164,299,0.5485,1213,-0.0001,60
573965558,165,303,0.5446,1210,-0.0001,55
574020558,163,312,0.5224,1227,0.0003,55
574076558,166,294,0.5646,1215,0,50
574131558,166,301,0.5515,1207,-0.0001,50
574185558,166,311,0.5338,1222,0,45
574239558,168,306,0.549,1227,0,45
574293558,166,294,0.5646,1215,-0.0002,45
574348230,166,298,0.557,1208,-0.0002,45
574404568,166,305,0.5443,1221,-0.0002,45
574459595,168,299,0.5619,1219,-0.0002,45
574513560,166,297,0.5589,1203,-0.0001,40
574567560,164,308,0.5325,1218,-0.0002,40
574622558,165,310,0.5323,1231,-0.0003,40
574678558,166,294,0.5646,1213,-0.0001,35
574733558,162,305,0.5311,1214,-0.0002,35
574787558,166,310,0.5355,1227,-0.0004,40
574842558,167,299,0.5585,1220,-0.0004,40
574896560,163,297,0.5488,1209,0,35
574950560,166,309,0.5372,1213,-0.0001,35
575006560,165,304,0.5428,1228,-0.0001,40
575061295,166,293,0.5666,1211,-0.0003,40
575115559,164,299,0.5485,1206,-0.0006,40
575169566,166,306,0.5425,1222,-0.0004,40
575224558,166,300,0.5533,1220,-0.0004,40
575280558,163,294,0.5544,1208,-0.0006,40
575335558,160,310,0.5161,1220,-0.0004,40
575389558,165,305,0.541,1229,-0.0003,45
575444558,162,296,0.5473,1215,-0.0003,45
575498558,166,302,0.5497,1210,-0.0003,50
575552558,164,314,0.5223,1224,-0.0003,50
575608558,24,161,0.1491,1226,-0.0012,50
575662558,166,297,0.5589,1211,-0.0011,50
575716558,164,303,0.5413,1209,-0.0011,50
575770558,166,310,0.5355,1225,-0.0013,45
575825230,166,302,0.5497,1225,-0.0011,45
575881568,164,297,0.5522,1208,-0.001,50
575936568,164,311,0.5273,1224,-0.0013,50
575990560,165,302,0.5464,1229,-0.0014,50
576044560,165,292,0.5651,1209,-0.001,55
576098560,165,300,0.55,1208,-0.0011,55
576152558,170,308,0.5519,1214,-0.0009,55
576209558,168,302,0.5563,1223,-0.001,60
576263558,160,298,0.5369,1210,-0.0009,60
576317558,164,305,0.5377,1215,-0.0008,60
576372560,166,312,0.5321,1230,-0.0006,55
576426560,168,301,0.5581,1222,-0.0009,55
576482560,165,298,0.5537,1208,-0.0009,50
576536560,164,309,0.5307,1222,-0.0009,50
576591568,167,305,0.5475,1228,-0.0009,50
576645560,165,296,0.5574,1213,-0.0008,55
576700566,166,305,0.5443,1212,0.0001,55
576754558,165,309,0.534,1227,0,55
576811558,167,292,0.5719,1215,0.0001,55
576865558,166,299,0.5552,1203,0.0003,50
576919560,166,310,0.5355,1222,0.0001,50
576974560,165,308,0.5357,1231,0,50
577028560,166,297,0.5589,1215,0.0003,50
577085560,161,307,0.5244,1220,0.0001,50
577139558,166,308,0.539,1229,-0.0003,50
577193558,165,297,0.5556,1220,-0.0004,45
577247558,164,298,0.5503,1209,-0.0004,45
577302283,165,307,0.5375,1216,-0.0002,40
577356749,166,306,0.5425,1227,-0.0002,40
577413568,168,293,0.5734,1209,-0.0005,45
577467560,163,304,0.5362,1209,-0.0005,45
577521560,166,304,0.5461,1224,-0.0005,50
577576560,168,300,0.56,1222,-0.0005,50
577630558,165,292,0.5651,1209,-0.0006,50
577687558,164,308,0.5325,1218,-0.0006,50
577741558,166,305,0.5443,1229,-0.0006,55
577796558,163,292,0.5582,1212,-0.0005,55
577850558,166,303,0.5479,1211,-0.0005,55
577904560,169,314,0.5382,1228,-0.0007,55
577958560,165,303,0.5446,1229,-0.0007,55
578015294,160,295,0.5424,1207,-0.0007,50
578069568,165,309,0.534,1217,-0.0007,50
578123566,164,305,0.5377,1227,-0.0009,50
578177558,173,295,0.5864,1218,-0.0001,50
578231558,166,297,0.5589,1207,0.0001,50
578287558,162,311,0.5209,1223,0.0006,55
578342558,167,299,0.5585,1226,0.0005,55
578396560,165,297,0.5556,1215,0.0003,50
578450560,164,297,0.5522,1207,0.0002,50
578504560,166,306,0.5425,1218,0.0005,45
578558560,166,305,0.5443,1230,0.0004,50
578614560,163,294,0.5544,1210,0.0004,50
578668558,164,306,0.5359,1214,0.0005,45
578722558,169,312,0.5417,1229,0.0005,45
578776558,167,302,0.553,1227,0.0005,45
578831400,162,294,0.551,1209,0.0005,45
578887370,165,310,0.5323,1221,0.0005,45
578942560,167,304,0.5493,1228,0.0005,45
578996560,166,294,0.5646,1212,0.0006,45
579051560,165,301,0.5482,1209,0.0006,45
579105560,168,310,0.5419,1225,0.0006,45
579159579,166,302,0.5497,1226,0.0008,45
579216558,162,291,0.5567,1212,0.001,50
579270558,165,306,0.5392,1220,0.0004,50
579325558,168,305,0.5508,1223,0.0003,50
579379560,167,295,0.5661,1215,-0.0004,45
579433560,164,303,0.5413,1209,-0.0002,50
579489362,167,315,0.5302,1228,0.0001,50
579543704,164,302,0.543,1227,0.0002,50
579598568,165,298,0.5537,1209,0.0001,50
579653560,160,307,0.5212,1218,0.0003,50
579707558,168,308,0.5455,1229,0.0003,50
579761558,168,299,0.5619,1221,0.0002,50
579817558,90,295,0.3051,1207,0.0008,50
579872560,166,312,0.5321,1226,0.0008,55
579927560,168,301,0.5581,1224,0.0008,55
579981560,168,294,0.5714,1210,0.0009,55
580035560,167,305,0.5475,1212,0.0009,55
580092362,166,311,0.5338,1229,0.0007,55
580146558,169,293,0.5768,1210,0.0009,55
580200558,167,302,0.553,1209,0.001,50
580254558,164,311,0.5273,1223,0.0008,50
580309566,168,306,0.549,1230,0.0007,50
580363566,164,295,0.5559,1215,0.0009,50
580419560,157,302,0.5199,1212,0.0005,50
580473560,169,309,0.5469,1226,0.0007,50
580528560,167,295,0.5661,1219,0.0004,55
580582560,168,298,0.5638,1208,0,50
580636558,166,304,0.5461,1213,0,50
580693360,167,307,0.544,1227,0.0001,45
580747558,166,294,0.5646,1212,-0.0002,45
580802558,166,300,0.5533,1211,-0.0002,45
580856558,168,305,0.5508,1218,-0.0002,40
580910560,170,306,0.5556,1227,-0.0008,40
580964560,167,293,0.57,1205,-0.0008,40
581021114,167,244,0.6844,1087,-0.0007,40
581074568,166,310,0.5355,1229,-0.0008,45
581128560,169,301,0.5615,1222,-0.0007,45
581183566,163,298,0.547,1209,-0.0007,45
581237558,165,307,0.5375,1216,-0.0009,45
581294360,161,304,0.5296,1224,-0.0011,40
581348558,166,294,0.5646,1210,-0.0008,40
581403558,166,304,0.5461,1213,-0.0008,40
581458558,168,308,0.5455,1226,-0.0009,35
581512558,167,295,0.5661,1217,-0.0003,40
581567562,164,299,0.5485,1208,-0.0003,40
581624560,171,310,0.5516,1226,-0.0001,45
581678560,167,297,0.5623,1217,-0.0001,45
581735204,166,296,0.5608,1208,-0.0002,45
581789559,166,311,0.5338,1223,-0.0001,45
581843591,180,307,0.5863,1230,-0.0003,45
581900361,162,293,0.5529,1209,-0.0003,45
581954559,167,309,0.5405,1218,-0.0002,45
582008559,163,307,0.5309,1231,-0.0002,40
582062591,169,301,0.5615,1223,-0.0002,40
582117774,167,299,0.5585,1208,-0.0003,35
582171558,166,309,0.5372,1220,-0.0003,35
582227558,166,304,0.5461,1227,-0.0003,40
582281558,167,295,0.5661,1213,-0.0002,40
582335558,166,298,0.557,1207,-0.0001,40
582389560,167,309,0.5405,1224,0,40
582443591,168,312,0.5385,1228,-0.0003,40
582497568,168,292,0.5753,1208,0.0001,40
582553559,166,303,0.5479,1213,0.0001,40
582607591,166,311,0.5338,1227,-0.0004,35
582661909,73,235,0.3106,1072,0.003,35
582715558,165,296,0.5574,1213,0.003,35
582769560,166,303,0.5479,1211,0.0031,35
582825393,167,313,0.5335,1229,0.0034,35
582879560,168,299,0.5619,1221,0.0032,35
582933559,167,299,0.5585,1209,0.0033,30
582987591,165,306,0.5392,1214,0.0034,35
583041591,165,305,0.541,1226,0.0034,35
583095592,169,300,0.5633,1223,0.0033,35
583152560,89,296,0.3007,1206,0.0035,40
583207559,167,311,0.537,1225,0.0035,45
583261591,168,299,0.5619,1227,0.0036,40
583315566,167,293,0.57,1206,0.0037,40
583369592,167,302,0.553,1209,0.0036,45
583423591,170,311,0.5466,1223,0.0035,40
583479559,168,300,0.56,1223,0.0037,45
583533559,164,299,0.5485,1211,0.0038,45
583587558,5,145,0.0345,1214,-0.0023,45
583642559,165,312,0.5288,1230,-0.0026,50
583696559,168,301,0.5581,1222,-0.0022,50
583752559,166,297,0.5589,1207,-0.0058,45
583806567,167,309,0.5405,1222,-0.0055,50
583860559,167,304,0.5493,1227,-0.0056,50
583914591,169,295,0.5729,1215,-0.0059,50
583969541,168,299,0.5619,1206,-0.0059,50
584023558,86,309,0.2783,1220,-0.004,55
584079591,168,298,0.5638,1222,-0.0042,50
584134558,166,290,0.5724,1200,-0.0043,50
584188559,166,307,0.5407,1216,-0.0042,50
584242598,168,304,0.5526,1218,-0.0044,50
584296558,168,300,0.56,1223,-0.0044,55
584352360,166,297,0.5589,1208,-0.0044,50
584406559,169,311,0.5434,1220,-0.0045,50
584461376,158,298,0.5302,1230,-0.0046,50
584515592,169,297,0.569,1215,-0.0045,45
584570591,167,302,0.553,1211,-0.0046,45
584624558,169,313,0.5399,1226,-0.0046,45
584681559,170,298,0.5705,1216,0.0014,45
584735591,169,299,0.5652,1206,0.0019,40
584789558,171,312,0.5481,1219,0.0017,40
584843558,168,308,0.5455,1229,0.0019,40
584897560,167,293,0.57,1219,0.0015,40
584954362,167,293,0.57,1201,0.0013,45
585008560,168,309,0.5437,1226,0.0016,45
585062560,169,303,0.5578,1228,0.0016,45
585116560,167,294,0.568,1212,-0.0003,45
585171483,166,304,0.5461,1210,-0.0002,45
585225566,169,311,0.5434,1228,-0.0001,40
585282558,169,296,0.5709,1215,-0.0002,40
585336558,169,304,0.5559,1210,-0.0002,40
585391560,169,316,0.5348,1226,-0.0002,40
585445560,169,305,0.5541,1229,-0.0002,40
585499560,166,292,0.5685,1212,-0.0001,45
585556362,168,306,0.549,1217,0,45
585610560,169,308,0.5487,1229,-0.0002,45
585665558,169,295,0.5729,1216,0,45
585719558,169,295,0.5729,1208,0.0003,45
585773558,167,307,0.544,1214,0,50
585827558,167,307,0.544,1231,-0.0003,55
585883610,164,289,0.5675,1212,0,55
585938568,168,305,0.5508,1211,-0.0001,55
585993559,168,313,0.5367,1229,0.0004,50
586047560,169,301,0.5615,1226,0.0005,50
586101560,164,297,0.5522,1211,0.0004,50
586158360,167,313,0.5335,1225,0.0006,45
586212558,169,307,0.5505,1231,0.0007,45
586267558,167,293,0.57,1211,0.0006,50
586321558,168,302,0.5563,1209,0.0005,50
586375558,167,309,0.5405,1224,0.0006,50
586429558,169,304,0.5559,1228,0.0006,50
586485558,164,289,0.5675,1208,0.0006,50
586539558,169,299,0.5652,1212,0.0006,50
586593558,170,306,0.5556,1221,0.0006,45
586647676,170,298,0.5705,1218,0.0007,50
586701573,169,298,0.5671,1211,0.0008,50
586755566,169,304,0.5559,1212,0.0007,45
586811558,169,307,0.5505,1229,0.0005,40
586865558,170,298,0.5705,1220,0.0008,40
586920560,167,299,0.5585,1209,0.001,40
586974560,169,311,0.5434,1221,0.0006,35
587028560,169,306,0.5523,1229,0.0006,35
587084560,173,294,0.5884,1211,-0.0001,35
587138558,167,301,0.5548,1207,0,35
587193558,169,311,0.5434,1226,0.0001,35
587247558,171,303,0.5644,1224,-0.0002,35
587301558,169,297,0.569,1210,-0.0003,40
587355558,170,300,0.5667,1208,-0.0003,35
587412325,169,308,0.5487,1223,-0.0002,35
587466568,168,295,0.5695,1217,-0.0003,35
587521559,169,302,0.5596,1209,-0.0003,35
587575560,170,310,0.5484,1223,-0.0003,35
587629558,167,305,0.5475,1229,-0.0004,35
587686558,173,294,0.5884,1211,-0.0002,30
587740558,166,310,0.5355,1219,-0.0004,35
587795558,171,311,0.5498,1230,-0.0005,40
587849558,169,297,0.569,1218,-0.0004,40
587903560,170,299,0.5686,1207,-0.0003,40
587957560,166,307,0.5407,1218,-0.0006,40
588013560,171,308,0.5552,1228,-0.0006,40
588067560,173,301,0.5748,1213,-0.0002,45
588121564,169,302,0.5596,1209,-0.0003,45
588176234,170,311,0.5466,1225,0.0002,45
588230566,169,302,0.5596,1223,0.0002,45
588287368,169,293,0.5768,1210,-0.0001,45
588341558,165,309,0.534,1221,0.0001,45
588396560,170,309,0.5502,1231,0.0002,50
588450560,169,297,0.569,1218,0.0002,50
588504560,169,303,0.5578,1211,0.0002,50
588559580,170,315,0.5397,1226,0.0003,50
588615560,172,303,0.5677,1224,0.0003,50
588670558,168,296,0.5676,1209,0.0003,50
588724558,170,309,0.5502,1219,0.0003,50
588778558,170,309,0.5502,1229,0.0001,50
588832558,170,299,0.5686,1223,0.0003,50
588886560,172,304,0.5658,1210,0.0004,50
588943568,171,311,0.5498,1227,0.0003,50
588998568,171,301,0.5681,1226,0.0003,50
589052560,170,294,0.5782,1206,0.0007,50
589106560,168,302,0.5563,1212,0.0007,50
589161558,168,312,0.5385,1231,0.0002,45
589217558,171,297,0.5758,1217,-0.0001,45
589272558,168,304,0.5526,1211,-0.0001,45
589326559,162,312,0.5192,1225,0.0003,40
589380566,166,307,0.5407,1229,0.0007,40
589434558,171,295,0.5797,1213,0.0003,40
589488558,168,299,0.5619,1208,0.0002,40
589544558,171,310,0.5516,1227,0.0003,40
589598558,172,304,0.5658,1227,0.0003,40
589653430,168,294,0.5714,1209,0.0002,40
589707567,169,305,0.5541,1215,0.0002,45
589762567,171,310,0.5516,1229,0.0002,40
589818559,172,307,0.5603,1214,0.0002,40
589873560,169,297,0.569,1199,0.0003,40
589927560,169,311,0.5434,1227,0.0002,45
589981560,168,304,0.5526,1229,0.0001,45
590036560,168,293,0.5734,1209,0.0003,45
590090560,166,303,0.5479,1211,0.0001,45
590147558,169,306,0.5523,1227,-0.0002,50
590201558,170,294,0.5782,1213,0.0001,50
590255558,169,299,0.5652,1205,0.0004,50
590309558,169,309,0.5469,1219,0.0009,55
590365278,170,302,0.5629,1225,0.0007,55
590421568,169,293,0.5768,1206,0.0001,55
590476559,167,312,0.5353,1222,0.0001,55
590530560,169,303,0.5578,1229,0.0003,60
590584560,171,292,0.5856,1210,0.0002,60
590639558,169,300,0.5633,1208,0.0001,60
590693612,170,307,0.5537,1214,0.0001,55
590750558,172,299,0.5753,1221,0.0001,55
590804558,164,298,0.5503,1208,0.0001,60
590859594,169,311,0.5434,1220,0.0001,55
590913560,168,307,0.5472,1229,0.0001,55
590967560,172,297,0.5791,1217,0.0001,55
591023560,168,300,0.56,1209,0.0002,50
591078307,171,313,0.5463,1226,0.0002,50
591132559,172,303,0.5677,1226,0.0001,50
591186560,169,297,0.569,1211,0.0003,50
591241558,171,308,0.5552,1214,0.0004,50
591295558,171,311,0.5498,1229,0,50
